title,genres,id,keywords,original_language,popularity,release_date,revenue,runtime,vote_average,cast,budget
The Misfits,Drama Action Romance,11536,decision reno mustang falling in love divorce,en,2.930058,01-01-1961,8200000,124,6.8,Clark Gable Marilyn Monroe Montgomery Clift Thelma Ritter Eli Wallach,4000000
The Night Listener,Drama Thriller,9782,radio station radio presenter radio transmission independent film,en,7.173059,12-02-2006,0,91,5.5,Toni Collette Robin Williams Joe Morton Bobby Cannavale Rory Culkin,0
The Jerky Boys,Comedy Crime,18713,new york telephone joke gangster,en,1.735462,03-02-1995,0,82,4.8,John G. Brennan Kamal Ahmed Alan Arkin William Hickey Vincent Pastore,0
The Orphanage,Horror Drama Thriller,6537,schizophrenia suppressed past wife,es,29.071955,27-08-2007,44000000,105,7.1,Bel\u00e9n Rueda Fernando Cayo Roger Pr\u00edncep Mabel Rivera Montserrat Carulla,0
A Haunted House 2,Comedy Horror,184345,haunted house,en,18.428909,17-04-2014,0,87,5.4,Marlon Wayans Jaime Pressly Essence Atkins Gabriel Iglesias Missi Pyle,0
The Rules of Attraction,Comedy Drama Romance,1809,love triangle independent film multiple storylines,en,11.387335,11-10-2002,0,110,6.3,James Van Der Beek Shannyn Sossamon Ian Somerhalder Jessica Biel Kate Bosworth,4000000
Topaz,Action Drama Mystery Thriller,2370,new york cia cuba cold war suspense,en,5.975604,18-12-1969,6000000,143,6.1,Frederick Stafford Dany Robin Claude Jade Michel Subor Karin Dor,4000000
Let's Go to Prison,Comedy Crime,9809,loss of father condom vulgar parole board alcohol abuse,en,4.59841,17-11-2006,4630045,84,5.5,Dax Shepard Will Arnett Chi McBride David Koechner Dylan Baker,4000000
Four Rooms,Crime Comedy,5,hotel new year's eve witch bet hotel room,en,22.87623,09-12-1995,4300000,98,6.5,Tim Roth Antonio Banderas Jennifer Beals Madonna Marisa Tomei,4000000
Secretary,Comedy Drama Romance,11013,suicide clerk fetish sadomasochism lawyer,en,19.107285,11-01-2002,9304609,104,6.7,James Spader Maggie Gyllenhaal Jeremy Davies Lesley Ann Warren Stephen McHattie,4000000
The Real Cancun,Documentary,19153,independent film,en,0.456485,23-04-2003,0,96,3.3,Laura Ramsey,0
Talk Radio,Drama,10132,anonymity radio presenter success dangerous radio transmission,en,4.541908,21-12-1988,3468572,110,6.7,Eric Bogosian Ellen Greene Leslie Hope John C. McGinley Alec Baldwin,4000000
Waiting for Guffman,Music Comedy,16448,missouri independent film mechanic in the closet mockumentary,en,4.348416,31-01-1996,0,84,7.3,Christopher Guest Eugene Levy Fred Willard Catherine O'Hara Michael Hitchcock,0
Love Stinks,Comedy Romance,15122,behind the scenes spa planetarium art imitates life,en,3.347885,10-09-1999,0,94,5.4,French Stewart Bridgette Wilson Bill Bellamy Tyra Banks Tiffani Thiessen,0
You Kill Me,Comedy Crime Thriller Romance,8141,new york san francisco alcoholism serial killer alcoholic,en,6.091951,09-02-2007,2426851,90,6.2,Ben Kingsley T\u00e9a Leoni Luke Wilson Bill Pullman Dennis Farina,4000000
Thumbsucker,Comedy Drama,1546,becoming an adult thumb first time hypnosis thumb sucking,en,4.757625,23-01-2005,1919197,96,6.1,Lou Taylor Pucci Tilda Swinton Vincent D'Onofrio Keanu Reeves Benjamin Bratt,0
Red State,Horror Action Thriller,48572,christianity homophobia pastor protest christian,en,12.062371,19-08-2011,1104682,88,5.9,Michael Parks John Goodman Melissa Leo Michael Angarano Kyle Gallner,4000000
Mirrormask,Fantasy,14517,fictional place dream fantasy,en,7.758188,25-01-2005,866999,101,6.6,Stephanie Leonidas Jason Barry Rob Brydon Gina McKee Dora Bryan,4000000
Samsara,Drama Documentary,89708,eating around the world fast motion scene balance skyline,en,12.781973,16-09-2011,0,102,8,Marcos Luna Putu Dinda Pratika Puti Sri Candra Dewi Ni Made Megahadi Pratiwi,4000000
The Barbarians,Fantasy Adventure,27551,dragon barbarian,en,1.631993,01-03-1987,0,87,5.1,Peter Paul David Paul Richard Lynch Eva LaRue Virginia Bryant,0
The Art of Getting By,Drama Romance,64678,philosophy mentor artist painting friendship,en,12.690224,17-06-2011,1406224,83,6.5,Freddie Highmore Emma Roberts Michael Angarano Elizabeth Reaser Alicia Silverstone,0
Zipper,Thriller Drama,309503,woman director,en,8.516229,28-08-2015,0,103,5.5,Patrick Wilson Lena Headey Richard Dreyfuss Ray Winstone John Cho,0
Poolhall Junkies,Comedy Drama Thriller,14293,hustler independent film pool,en,5.90259,07-06-2002,0,99,6.5,Ricky Schroder Chazz Palminteri Rod Steiger Michael Rosenbaum Mars Callahan,0
The Loss of Sexual Innocence,Drama,15059,,en,2.866934,29-04-1999,0,106,5.2,Julian Sands Saffron Burrows Justin Chadwick Stefano Dionisi Kelly Macdonald,4000000
Holy Motors,Drama Fantasy,103328,limousine multiple identities wig penis talking car,en,9.140936,02-07-2012,641100,115,6.9,Eva Mendes Kylie Minogue Michel Piccoli Edith Scob Denis Lavant,0
Joe,Drama,157847,child abuse prostitute bar brothel snake,en,22.987897,11-04-2014,2365467,118,6.5,Nicolas Cage Tye Sheridan Ronnie Gene Blevins Sue Rock Heather Kafka,4000000
Shooting Fish,Crime Comedy Romance,25719,london england nightclub chase fraud liar,en,1.204941,22-08-1997,302204,109,7,Dan Futterman Stuart Townsend Kate Beckinsale Rowena Cooper Scott Charles,3000000
Prison,Crime Drama Horror Thriller,48309,prison prisoner revenge haunting electric chair,en,7.605291,04-03-1988,354704,102,6.7,Viggo Mortensen Chelsea Field Lane Smith Lincoln Kilpatrick Tom Everett,1300000
Psycho Beach Party,Comedy,27723,gay dancing detective confession beach,en,2.855963,06-08-2000,0,95,6,Lauren Ambrose Nicholas Brendon Amy Adams Charles Busch Thomas Gibson,1500000
The Big Tease,Comedy Foreign,20468,hairdresser hairstylist,en,0.502396,01-01-1999,0,87,5.8,Craig Ferguson David Rasche Mary McCormack Donal Logue Nina Siemaszko,0
"Guten Tag, RamÃ³n",Drama,242575,germany mexican,en,1.771584,18-10-2013,0,119,8.1,Adriana Barraza R\u00fcdiger Evers Hector Kotsifakis Franziska Kruse Arcelia Ram\u00edrez,4000000
Trust,Crime Drama Thriller,44945,rape obsession lie job independent film,en,21.230737,10-09-2010,120000,104,6.6,Clive Owen Catherine Keener Liana Liberato Jason Clarke Viola Davis,9500000
An Everlasting Piece,Comedy Crime,29122,toupee scalper,en,0.068246,22-12-2000,0,103,6,Barry McEvoy Br\u00edan F. O'Byrne Anna Friel Pauline McLynn Ruth McCabe,0
Among Giants,Comedy Romance,125123,yorkshire love friends,en,0.541652,24-06-1998,0,93,4.5,Pete Postlethwaite Rachel Griffiths Andy Serkis Lennie James James Thornton,0
Adore,Drama,111190,lovers woman director,en,18.790221,03-04-2013,318982,100,6.1,Naomi Watts Robin Wright Xavier Samuel James Frecheville Ben Mendelsohn,16000000
The Velocity of Gary,Drama Romance,133575,,en,0.409089,16-07-1999,0,100,4.2,Vincent D'Onofrio Salma Hayek Thomas Jane Olivia d'Abo,4000000
Mondays in the Sun,Drama,54580,spain bar ship drama friends,es,3.663108,27-09-2002,146402,113,7.1,Javier Bardem Luis Tosar Nieve de Medina Enrique Vill\u00e9n Celso Bugallo,4000000
Stake Land,Drama Horror Action Thriller Science Fiction,52015,male nudity canada vampire,en,12.496261,30-09-2010,33245,98,6.2,Danielle Harris Kelly McGillis Nick Damici Connor Paolo Gregory Jones,650000
The Last Time I Committed Suicide,Drama,34941,independent film,en,0.596889,20-06-1997,0,92,6.7,Thomas Jane Keanu Reeves Claire Forlani Gretchen Mol Adrien Brody,0
Futuro Beach,Drama,227975,germany gay portugal drowning nudity,pt,2.611364,01-05-2014,0,106,6.4,Wagner Moura Clemens Schick Jesu\u00edta Barbosa Sabine Timoteo Sophie Charlotte Conrad,0
Another Happy Day,Comedy Drama,60422,,en,3.238466,18-11-2011,355688,119,6.2,Ellen Barkin Ezra Miller Kate Bosworth Demi Moore George Kennedy,4000000
A Lonely Place to Die,Adventure Action Thriller Crime,81390,terror scotland kidnapping nudity wilderness,en,8.30723,09-04-2011,25345000,99,6.2,Melissa George Ed Speleers Eamonn Walker Alec Newman Karel Roden,4000000
Nothing,Comedy Fantasy Science Fiction,10981,loser bullying leere independent film best friend,en,3.408955,09-09-2003,0,90,5.8,David Hewlett Andrew Miller Gordon Pinsent Marie-Jos\u00e9e Croze,0
The Geographer Drank His Globe Away,Drama,225235,alcohol adultery river camping province,ru,1.876621,26-07-2013,4037782,120,7.3,Konstantin Khabenskiy Elena Lyadova Aleksandr Robak Evgeniya Khirivskaya Agrippina Steklova,0
1776,Drama Comedy History Music,14902,usa congress musical,en,1.807571,09-11-1972,0,142,7.1,William Daniels Howard Da Silva Ken Howard Blythe Danner Donald Madden,0
Inescapable,Thriller Romance,121676,woman director,en,6.783053,14-09-2012,0,93,5.2,Alexander Siddig Joshua Jackson Marisa Tomei Oded Fehr Saad Siddiqui,0
Hell's Angels,Action Drama History,22301,world war i zeppelin royal air force royal flying corps dogfight,en,8.484123,15-11-1930,8000000,127,6.1,Ben Lyon James Hall Jean Harlow John Darrow Lucien Prival,3950000
Purple Violets,Comedy Drama Romance,20065,independent film,en,0.936232,30-04-2007,0,103,5.7,Selma Blair Patrick Wilson Edward Burns Debra Messing Dennis Farina,4000000
The Veil,Horror,257087,cult,en,12.822534,21-04-2016,0,93,4.5,Jessica Alba Thomas Jane Lily Rabe Shannon Woodward Aleksa Palladino,4000000
The Loved Ones,Horror,46420,killing high school female killer revenge prom,en,4.989985,13-09-2009,0,84,6.6,Xavier Samuel Jessica McNamee Robin McLeavy Victoria Thaine John Brumpton,0
The Helpers,Horror,114635,,en,1.390659,27-10-2012,0,78,4.1,Kristen Quintrall Denyce Lawton JoJo Wright Rachel Sterling Black Thomas,4000000
How to Fall in Love,Comedy Romance TV Movie,158150,,en,1.923514,21-07-2012,0,0,5.2,Brooke D'Orsay Eric Mabius Jody Thompson Gina Holden Panou,4000000
The Perfect Wave,Romance Adventure Drama,251979,biography christian romance,en,4.118612,28-02-2014,0,113,4.4,Scott Eastwood Cheryl Ladd Patrick Lyster Rachel Hendrix  Scott Mortensen,0
A Man for All Seasons,Drama History,874,england pope beheading death penalty thomas more,en,9.541688,12-12-1966,28350000,120,7.5,Paul Scofield Wendy Hiller Leo McKern Robert Shaw Orson Welles,3900000
Network,Drama,10774,corruption sex adultery television profit,en,17.234745,01-11-1976,23689877,121,7.7,Faye Dunaway William Holden Peter Finch Robert Duvall Wesley Addy,3800000
Gone with the Wind,Drama Romance War,770,life and death civil war southern usa loss of child marriage proposal,en,48.98255,15-12-1939,400176459,238,7.7,Vivien Leigh Clark Gable Olivia de Havilland Thomas Mitchell Leslie Howard,4000000
Desert Dancer,Drama,266102,dance ban from profession biography iran oppression,en,1.972668,03-07-2014,0,98,6.5,Freida Pinto Reece Ritchie Tom Cullen Nazanin Boniadi Marama Corlett,0
Major Dundee,War Western,29715,mexico prisoners of war apache raid confederate,en,3.490215,07-04-1965,14873,123,6.2,Charlton Heston Richard Harris Jim Hutton James Coburn Michael Anderson Jr.,3800000
Annie Get Your Gun,Action Comedy Music Romance Western,25209,musical annie oakley sharpshooter,en,1.726175,17-05-1950,8000000,107,7.3,Betty Hutton Howard Keel Louis Calhern J. Carrol Naish Edward Arnold,3768785
Four Lions,Comedy Crime Drama,37495,terrorism british farce,en,20.544999,07-05-2010,4270000,101,7,Riz Ahmed Nigel Lindsay Kayvan Novak Adeel Akhtar Arsher Ali,967686
The House of Sand,Drama,29262,brazil desert 1910s,pt,0.389471,13-05-2005,0,115,6.7,Fernanda Montenegro Ruy Guerra Fernanda Torres Seu Jorge St\u00eanio Garcia,0
Defendor,Drama Action Comedy Crime,34769,crime fighter delusion superhero,en,8.45342,12-09-2009,44462,101,6.5,Woody Harrelson Kat Dennings Elias Koteas Sandra Oh Clark Johnson,3500000
The Pirate,Music Romance,35032,musical pirate,en,0.90522,11-06-1948,2956000,102,6.6,Judy Garland Gene Kelly Walter Slezak Gladys Cooper Reginald Owen,3700000
The Good Heart,Drama Comedy Romance,5178,san francisco homeless person bar suicide attempt heart attack,en,2.201678,11-09-2009,0,95,6,Brian Cox Paul Dano Stephanie Szostak Isild Le Besco Bill Buell,3800000
The History Boys,Comedy Drama,8618,gay becoming an adult education exam scholarship,en,3.771652,02-10-2006,13401952,109,6.6,Samuel Anderson Dominic Cooper James Corden Samuel Barnett Russell Tovey,4000000
Midnight Cowboy,Drama,3116,shower,en,21.119209,25-05-1969,44785053,113,7.4,Dustin Hoffman Jon Voight Sylvia Miles John McGiver Brenda Vaccaro,3600000
The Full Monty,Comedy,9427,suicide attempt striptease steel worker repossession male stripper,en,17.002623,13-08-1997,257850122,91,6.8,Robert Carlyle Mark Addy William Snape Steve Huison Tom Wilkinson,3500000
Airplane!,Comedy,813,chicago alcohol cataclysm guitar medicine,en,46.116885,02-07-1980,83453539,88,7.1,Robert Hays Julie Hagerty Kareem Abdul-Jabbar Lloyd Bridges Peter Graves,3500000
Chain of Command,Thriller Adventure Action,352978,brother brother relationship corruption revenge government conspiracy,en,1.398981,30-08-2015,0,88,5.3,Michael Jai White Steve Austin Max Ryan Allen Yates,5000000
Friday,Comedy,10634,rap music parents kids relationship rapper job,en,25.5748,26-04-1995,28215918,91,7,Ice Cube Chris Tucker Nia Long Tom Lister Jr. John Witherspoon,3500000
Menace II Society,Drama Action Crime,9516,black people drug dealer ghetto weapon delinquency,en,3.418871,26-05-1993,27900000,97,7.2,Tyrin Turner Larenz Tate Glenn Plummer Jada Pinkett Smith Samuel L. Jackson,3500000
Creepshow 2,Horror,16288,lake anthology revenge murder blob,en,10.729884,01-05-1987,14000000,92,5.9,George Kennedy Dorothy Lamour Lois Chiles Tom Savini Tom Wright,3500000
The Ballad of Cable Hogue,Action Comedy Western,23330,prostitute homeless person stagecoach reverend way station,en,2.676535,13-05-1970,5000000,121,6.9,Jason Robards Stella Stevens David Warner Slim Pickens L.Q. Jones,3716946
In Cold Blood,Crime Drama,18900,murder true crime farmer,en,7.821438,14-12-1967,13007551,134,7.4,Robert Blake Scott Wilson John Forsythe Paul Stewart Gerald S. O'Loughlin,3500000
The Nun's Story,Drama,27029,nurse missionary nun belgium sanitarium,en,3.281509,18-06-1959,12800000,149,7.4,Audrey Hepburn Peter Finch Peggy Ashcroft Dean Jagger Mildred Dunnock,3500000
Harper,Action Drama Thriller Crime Mystery,26268,private eye lew harper,en,2.938973,23-02-1966,12000000,121,6.2,Paul Newman Lauren Bacall Julie Harris Arthur Hill Janet Leigh,3500000
Frenzy,Crime Drama Mystery Thriller,573,london england rape police suspense serial killer,en,10.219942,25-05-1972,12600000,116,7.1,Jon Finch Alec McCowen Barry Foster Billie Whitelaw Anna Massey,3500000
The Witch,Mystery Horror,310131,witch new england 17th century,en,50.319662,19-02-2016,40423945,92,6.3,Anya Taylor-Joy Ralph Ineson Kate Dickie Harvey Scrimshaw Ellie Grainger,3500000
I Got the Hook Up,Action Comedy,40505,,en,0.593068,27-05-1998,0,93,5.4,Master P Anthony Johnson Ice Cube Tom Lister Jr.,0
She's the One,Comedy Romance,11363,brother brother relationship taxi ex-girlfriend love of one's life bride,en,8.406025,26-08-1996,9482579,96,5.7,Edward Burns Michael McGlone Cameron Diaz Jennifer Aniston John Mahoney,3500000
Gods and Monsters,Drama,3033,gay film director dying and death biography homosexuality,en,5.588652,21-01-1998,6451628,105,6.8,Ian McKellen Brendan Fraser Lynn Redgrave Lolita Davidovich David Dukes,10000000
The Secret in Their Eyes,Crime Drama Mystery Romance,25376,rape secret writing homicide kidnapping,es,25.894065,13-08-2009,33965843,129,7.8,Ricardo Dar\u00edn Soledad Villamil Pablo Rago Javier Godino Guillermo Francella,2000000
Train,Horror Thriller,22007,,en,3.280081,16-10-2008,0,94,4.8,Thora Birch Gideon Emery Gloria Votsis Derek Magyar Todd Jensen,0
Evil Dead II,Horror Comedy Fantasy,765,deer blood splatter tape recorder chainsaw spirit,en,35.674774,13-03-1987,5923044,84,7.6,Bruce Campbell Sarah Berry Dan Hicks Kassie DePaiva Denise Bixler,3600000
Pootie Tang,Action Comedy,10615,ladykiller musical belt police officer drug lord,en,3.115754,29-06-2001,0,81,5.4,Jennifer Coolidge Lance Crouther J.B. Smoove Reg E. Cathey Robert Vaughn,0
Sharknado,TV Movie Horror,205321,california helicopter beach tornado hurricane,en,20.466433,11-07-2013,0,86,3.8,Ian Ziering Tara Reid Cassandra Scerbo John Heard Jaason Simmons,1000000
The Other Conquest,Drama Foreign,89540,female nudity pagan aztec indian,es,0.015597,01-04-1999,0,105,5.4,Dami\u00e1n Delgado Jos\u00e9 Carlos Rodr\u00edguez Elpidia Carrillo I\u00f1aki Aierra Honorato Magaloni,0
Troll Hunter,Fantasy Horror,46146,hunter mountains wilderness adventure forest,nb,12.982319,29-10-2010,4159678,103,6.7,Otto Jespersen Hans Morten Hansen Tomas Alf Larsen Johanna M\u00f8rck Knut N\u00e6rum,3500000
Ira & Abby,Comedy Romance,38007,independent film,en,0.595136,01-01-2006,0,104,5.8,Chris Messina Jennifer Westfeldt David Margulies Kali Rocha Kevin Sussman,0
Winter Passing,Comedy Drama,14256,independent film book editor,en,3.643608,07-02-2006,113783,98,6.7,Zooey Deschanel Will Ferrell Ed Harris Amy Madigan Amelia Warner,3500000
D.E.B.S.,Action,540,coming out covert operation lesbian female protagonist in the closet,en,6.396936,21-01-2004,0,91,5.6,Sara Foster Meagan Good Jordana Brewster Devon Aoki Jill Ritchie,3500000
The Masked Saint,Crime Action,370464,pastor based on true story wrestler,en,0.909067,08-01-2016,0,111,2.9,Brett Granstaff Lara Jean Chorostecki T.J. McGibbon Diahann Carroll Roddy Piper,0
The Betrayed,Crime Drama Mystery Thriller,20055,kidnapping revelation murder theft trust,en,1.348114,27-09-2008,0,98,5.2,Melissa George Oded Fehr Christian Campbell Alice Krige Connor Christopher Levins,3500000
Taxman,Action Crime Comedy Thriller,224569,machinegun tax inspector wedding party,en,0.964802,16-09-1999,0,104,2,Joe Pantoliano Wade Dominguez Elizabeth Berkley Michael Chiklis Robert Townsend,0
The Secret,Drama,395766,miniseries,en,0.042346,29-04-2016,0,200,0,James Nesbitt Genevieve O'Reilly Jason Watkins Laura Pyper Glen Wallace,0
02:13,Horror Thriller Mystery,39303,thriller forensic,en,1.271621,25-04-2009,0,96,4.6,Mark Thompson Mark Pellegrino Teri Polo Kevin Pollak,3500000
"Batman: The Dark Knight Returns, Part 2",Action Animation,142061,dc comics future joker robin based on graphic novel,en,25.891466,18-01-2013,0,78,7.9,Peter Weller Ariel Winter David Selby Michael Emerson Mark Valley,3500000
Time to Choose,Documentary,370662,climate change documentary,en,1.618138,04-09-2015,0,100,0,Oscar Isaac Jane Goodall Jerry Brown Neal Barnard Michael Pollan,3500000
In the Name of the King III,Action Adventure Drama Fantasy,252360,based on video game,en,4.304341,27-12-2013,0,85,3.3,Dominic Purcell Ralitsa Paskaleva Bashar Rahal Nikolai Sotirov Marian Valev,3500000
Wicked Blood,Action Drama Thriller,256740,,en,3.158056,04-03-2014,0,92,5.3,Abigail Breslin James Purefoy Sean Bean Alexa PenaVega Jake Busey,3500000
Stranded,Drama,299145,revenge murder u.s. marine,en,3.230779,05-06-2015,0,86,5,Scott Eastwood Rita Wilson Jeff Fahey David James Elliott Kim Matula,0
Lords of London,Crime Mystery Thriller,241766,wife husband relationship gangster mysterious killer,en,1.913302,06-01-2014,0,90,3.6,Glen Murphy Ray Winstone Giovanni Capalbo Serena Iansiti Christopher Hatherhall,3440000
High Anxiety,Comedy Music,12535,industrialist vertigo hitman lighthouse spoof,en,5.690619,25-12-1977,31063038,94,6.5,Mel Brooks Madeline Kahn Cloris Leachman Harvey Korman Ron Carey,3400000
March of the Penguins,Documentary Family,1667,parents kids relationship penguin brood autonomy egg,fr,17.537154,26-01-2005,127392239,80,6.9,Morgan Freeman Charles Berling Romane Bohringer Jules Sitruk,8000000
Margin Call,Thriller Drama,50839,capitalism brokerage wall street downsizing financial crisis,en,26.259389,28-09-2011,19504039,107,6.7,Kevin Spacey Paul Bettany Jeremy Irons Zachary Quinto Ashley Williams,3500000
August,Drama,86549,drama romance gay relationship,en,1.419431,09-06-2011,0,100,6.2,Murray Bartlett Daniel Dugan Adrian Gonzalez,0
Choke,Comedy Drama,13973,strip club alzheimer sex addiction,en,11.637458,26-09-2008,3830137,92,6,Sam Rockwell Anjelica Huston Kelly Macdonald Brad William Henke Clark Gregg,3000000
Whiplash,Drama,244786,jazz obsession conservatory music teacher new york city,en,192.528841,10-10-2014,13092000,105,8.3,Miles Teller J.K. Simmons Melissa Benoist Austin Stowell Jayson Blair,3300000
City of God,Drama Crime,598,male nudity street gang brazilian photographer 1970s,pt,44.356711,05-02-2002,30641770,130,8.1,Alexandre Rodrigues Leandro Firmino Phellipe Haagensen Douglas Silva Jonathan Haagensen,3300000
Human Traffic,Comedy Drama,11129,sex salesclerk fast food restaurant boredom relationship problems,en,4.859873,04-06-1999,4000000,99,6.8,John Simm Danny Dyer Lorraine Pilkington Shaun Parkes Nicola Reynolds,600000
To Write Love on Her Arms,Drama Music,75861,depression biography drug,en,6.723057,13-03-2015,0,118,6.8,Kat Dennings Chad Michael Murray Rupert Friend Corbin Bleu Mark Saul,3400000
The Dead Girl,Mystery Drama Crime Thriller,13551,prostitute fire newspaper independent film woman director,en,3.069605,07-11-2006,0,85,6.4,Brittany Murphy Toni Collette Rose Byrne Josh Brolin James Franco,0
The Hunt,Drama,103663,father son relationship denmark lie pedophilia kindergarten,da,21.826888,28-08-2012,16800000,115,7.9,Mads Mikkelsen Alexandra Rapaport Thomas Bo Larsen Anne Louise Hassing Lars Ranthe,3800000
A Christmas Story,Comedy Family,850,holiday nostalgia young boy bb gun essay,en,15.128316,18-11-1983,19294144,94,7.4,Melinda Dillon Darren McGavin Peter Billingsley Jean Shepherd Ian Petrella,0
Bella,Drama Romance,12586,waitress beach independent film soccer girl,en,1.814802,09-09-2006,0,91,6.7,Tammy Blanchard Ang\u00e9lica Arag\u00f3n Ali Landry Jaime Tirelli Manny P\u00e9rez,0
Class of 1984,Action Drama Horror Crime Thriller,11564,usa female nudity detective music teacher nudity,en,5.643023,20-08-1982,0,98,6.2,Perry King Merrie Lynn Ross Tim Van Patten Michael J. Fox Roddy McDowall,4300000
The Opposite Sex,Comedy,301748,bet divorce gender battle of the sexes life competition,en,2.964785,08-11-2014,45000,96,4.1,Mena Suvari Eric Roberts Kristin Chenoweth Dana Ashbrook Kenan Thompson,3300000
Dreaming of Joseph Lees,Romance Drama,108346,lust love crime,en,0.11615,29-10-1999,7,92,8,Rupert Graves Samantha Morton Nicholas Woodeson Lee Ross Felix Billson,2000000
The Class,Drama,8841,paris socially deprived family literature illegal immigration immigrant,fr,13.437038,24-09-2008,28814580,128,6.8,Fran\u00e7ois B\u00e9gaudeau Franck Ke\u00efta Esmeralda Ouertani Rachel Regulier Wei Huang,0
Rosemary's Baby,Horror Drama Mystery,805,anti-christ contemporary setting laundry occult demonic possession,en,26.180367,12-06-1968,33395426,136,7.5,Mia Farrow John Cassavetes Ruth Gordon Sidney Blackmer Maurice Evans,3200000
The Man Who Shot Liberty Valance,Western,11697,gunslinger showdown funeral legend to shoot dead,en,11.735287,22-04-1962,8000000,123,7.4,John Wayne James Stewart Vera Miles Lee Marvin Edmond O'Brien,3200000
Adam,Drama Romance,22051,children's book asperger's syndrome electrical engineer asperger's,en,8.308442,29-07-2009,2277396,99,6.9,Hugh Dancy Rose Byrne Peter Gallagher Amy Irving Frankie Faison,0
Maria Full of Grace,Drama Thriller Crime,436,individual new york adolescence colombia drug traffic,es,3.027892,18-01-2004,0,101,6.9,Catalina Sandino Moreno Guilied Lopez Yenny Paola Vega John \u00c1lex Toro Virgina Ariza,0
Beginners,Drama Romance Comedy,55347,gay loss of mother secret coming out loss of father,en,11.933449,11-09-2010,5332926,105,6.8,Ewan McGregor Christopher Plummer M\u00e9lanie Laurent Goran Visnjic Kai Lennox,3200000
Feast,Action Comedy Horror,10070,monster pub duringcreditsstinger,en,8.825113,14-10-2005,658573,95,6.1,Balthazar Getty Henry Rollins Navi Rawat Judah Friedlander Jason Mewes,0
Animal House,Comedy,8469,sex nudity college fraternity gross out comedy,en,17.332585,27-07-1978,141000000,109,7,John Belushi Tim Matheson John Vernon Verna Bloom Tom Hulce,2700000
Goldfinger,Adventure Action Thriller,658,secret organization secret intelligence service nuclear radiation fort knox aston martin,en,47.812466,17-09-1964,124881062,110,7.2,Sean Connery Honor Blackman Gert Fr\u00f6be Shirley Eaton Tania Mallet,2500000
Antiviral,Science Fiction Horror,125490,injection celebrity satire near future metamorphosis,en,11.753553,19-09-2012,0,110,5.7,Caleb Landry Jones Sarah Gadon Malcolm McDowell Joe Pingue Sheila McCarthy,2400000
It's a Wonderful Life,Drama Family Fantasy,1585,holiday angel based on novel bank suicide attempt,en,42.868495,20-12-1946,9644124,130,8,James Stewart Donna Reed Lionel Barrymore Thomas Mitchell Henry Travers,3180000
Trainspotting,Drama Crime,627,london england alcohol sex based on novel drug addiction,en,63.513324,23-02-1996,16491080,93,7.8,Ewan McGregor Ewen Bremner Jonny Lee Miller Robert Carlyle Kelly Macdonald,4000000
The Original Kings of Comedy,Comedy,23618,,en,1.918959,18-08-2000,0,115,6.3,Steve Harvey D. L. Hughley Cedric the Entertainer Bernie Mac,0
Paranormal Activity 2,Horror Thriller,41436,ouija board haunting demonic possession found footage duringcreditsstinger,en,22.789649,20-10-2010,177512032,91,5.7,Katie Featherston David Bierend Brian Boland Molly Ephraim Seth Ginsberg,3000000
Waking Ned,Comedy Romance,10162,false identity beguilement lottery village jackpot,en,5.735912,15-09-1998,0,91,7.4,Ian Bannen David Kelly Fionnula Flanagan Susan Lynch Brendan Dempsey,0
Bowling for Columbine,Documentary,1430,usa canada gun homicide to shoot dead,en,11.414843,09-10-2002,35564473,120,7.3,Michael Moore George H. W. Bush George W. Bush Dick Clark Charlton Heston,4000000
Coming Home,Drama,259943,arranged marriage labor camp,zh,6.017273,16-05-2014,0,111,6.9,Gong Li Chen Dao-Ming Guo Tao Zhang Jia-Yi Yan Ni,0
A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror,10014,gay dancing fire diary nightmare,en,21.607228,31-10-1985,29999213,87,5.7,Robert Englund Mark Patton Kim Myers Robert Rusler Clu Gulager,3000000
A Room with a View,Drama Romance,11257,kiss bed and breakfast place florence,en,7.961559,13-12-1985,20966644,117,6.9,Maggie Smith Helena Bonham Carter Denholm Elliott Julian Sands Simon Callow,3000000
The Purge,Science Fiction Horror Thriller,158015,dystopia barricade home invasion constitutional convention legalized murder,en,54.403033,31-05-2013,89328627,86,6,Lena Headey Ethan Hawke Max Burkholder Adelaide Kane Rhys Wakefield,3000000
Sinister,Horror Thriller Mystery,82507,drowning pennsylvania child murderer car set on fire murder,en,41.045084,29-03-2012,77712439,110,6.7,Ethan Hawke Juliet Rylance Vincent D'Onofrio James Ransone Fred Dalton Thompson,3000000
Martin Lawrence Live: Runteldat,Comedy,20337,daily life scandal growing up divorce,en,0.295226,01-08-2002,19184015,113,5,Martin Lawrence,3000000
Cat on a Hot Tin Roof,Drama Romance,261,individual suicide southern usa adultery mississippi,en,16.553594,17-02-1958,17570324,108,7.6,Elizabeth Taylor Paul Newman Burl Ives Judith Anderson Jack Carson,3000000
Beneath the Planet of the Apes,Adventure Science Fiction Mystery,1685,mutant dystopia survivor astronaut ape,en,24.393296,01-05-1970,18999718,95,6.2,James Franciscus Kim Hunter Maurice Evans Linda Harrison Charlton Heston,3000000
Air Bud,Comedy Family Drama,20737,clown golden retriever dog actor,en,11.241802,01-08-1997,23144499,98,5.3,Kevin Zegers Wendy Makkena Michael Jeter Bill Cobbs Brendan Fletcher,3000000
